Symbol,0
SBUX,trending downward over the year: -5.67 points. This is a good time to sell.
LOW,trending downward over the year: -23.83 points. This is a good time to sell.
BA,trending downward over the year: -8.96 points. This is a good time to sell.
IBM,trending downward over the year: -20.61 points. This is a good time to sell.
ELV,trending downward over the year: -61.11 points. This is a good time to sell.
PLD,trending downward over the year: -51.77 points. This is a good time to sell.
SPGI,trending downward over the year: -72.42 points. This is a good time to sell.
LMT,trending downward over the year: -1.97 points. This is a good time to sell.
MS,trending downward over the year: -16.6 points. This is a good time to sell.
GS,trending downward over the year: -66.35 points. This is a good time to sell.
CAT,trending downward over the year: -53.25 points. This is a good time to sell.
MDT,trending downward over the year: -32.99 points. This is a good time to sell.
GILD,trending downward over the year: -4.91 points. This is a good time to sell.
GE,trending downward over the year: -3.48 points. This is a good time to sell.
BKNG,trending downward over the year: -71.43 points. This is a good time to sell.
DE,trending downward over the year: -75.2 points. This is a good time to sell.
CVS,trending downward over the year: -29.25 points. This is a good time to sell.
BLK,trending downward over the year: -126.59 points. This is a good time to sell.
SYK,trending downward over the year: -1.37 points. This is a good time to sell.
MDLZ,trending downward over the year: -0.01 points. This is a good time to sell.
AMAT,trending downward over the year: -10.33 points. This is a good time to sell.
AMT,trending downward over the year: -75.46 points. This is a good time to sell.
NOW,trending downward over the year: -60.48 points. This is a good time to sell.
ADI,trending downward over the year: -8.45 points. This is a good time to sell.
AXP,trending downward over the year: -31.68 points. This is a good time to sell.
TJX,trending downward over the year: -4.96 points. This is a good time to sell.
ISRG,trending downward over the year: -48.71 points. This is a good time to sell.
ADP,trending downward over the year: -58.55 points. This is a good time to sell.
REGN,trending downward over the year: -3.55 points. This is a good time to sell.
C,trending downward over the year: -8.35 points. This is a good time to sell.
TMUS,trending downward over the year: -4.44 points. This is a good time to sell.
PGR,trending neutral over the year: 0.0 points.
PYPL,trending downward over the year: -38.24 points. This is a good time to sell.
MMC,trending downward over the year: -13.45 points. This is a good time to sell.
VRTX,trending downward over the year: -0.56 points. This is a good time to sell.
CB,trending downward over the year: -33.05 points. This is a good time to sell.
MO,trending downward over the year: -12.43 points. This is a good time to sell.
CI,trending downward over the year: -70.85 points. This is a good time to sell.
ZTS,trending downward over the year: -32.31 points. This is a good time to sell.
SO,trending downward over the year: -8.02 points. This is a good time to sell.
DUK,trending downward over the year: -16.55 points. This is a good time to sell.
TGT,trending downward over the year: -89.03 points. This is a good time to sell.
SCHW,trending downward over the year: -36.89 points. This is a good time to sell.
BDX,trending downward over the year: -22.13 points. This is a good time to sell.
FISV,trending downward over the year: -6.09 points. This is a good time to sell.
BSX,trending downward over the year: -0.07 points. This is a good time to sell.
SLB,trending downward over the year: -8.61 points. This is a good time to sell.
CME,trending downward over the year: -50.72 points. This is a good time to sell.
EOG,trending downward over the year: -30.63 points. This is a good time to sell.
NOC,trending downward over the year: -80.07 points. This is a good time to sell.
LRCX,trending downward over the year: -52.46 points. This is a good time to sell.
AON,trending downward over the year: -19.36 points. This is a good time to sell.
EQIX,trending downward over the year: -64.71 points. This is a good time to sell.
HUM,trending downward over the year: -46.68 points. This is a good time to sell.
MU,trending downward over the year: -17.08 points. This is a good time to sell.
ITW,trending downward over the year: -24.51 points. This is a good time to sell.
CL,trending downward over the year: -7.74 points. This is a good time to sell.
CSX,trending downward over the year: -8.07 points. This is a good time to sell.
APD,trending downward over the year: -44.91 points. This is a good time to sell.
ETN,trending downward over the year: -19.85 points. This is a good time to sell.
WM,trending downward over the year: -11.22 points. This is a good time to sell.
ATVI,trending downward over the year: -0.23 points. This is a good time to sell.
ICE,trending downward over the year: -23.98 points. This is a good time to sell.
MPC,trending downward over the year: -5.73 points. This is a good time to sell.
CCI,trending downward over the year: -64.69 points. This is a good time to sell.
FCX,trending downward over the year: -10.88 points. This is a good time to sell.
SNPS,trending downward over the year: -14.48 points. This is a good time to sell.
HCA,trending downward over the year: -6.46 points. This is a good time to sell.
CDNS,trending downward over the year: -4.88 points. This is a good time to sell.
MMM,trending downward over the year: -51.87 points. This is a good time to sell.
EL,trending downward over the year: -43.73 points. This is a good time to sell.
FDX,trending downward over the year: -12.95 points. This is a good time to sell.
ORLY,trending downward over the year: -9.63 points. This is a good time to sell.
SHW,trending downward over the year: -60.99 points. This is a good time to sell.
MRNA,trending downward over the year: -58.19 points. This is a good time to sell.
KLAC,trending downward over the year: -50.57 points. This is a good time to sell.
EW,trending downward over the year: -47.19 points. This is a good time to sell.
GIS,trending downward over the year: -1.19 points. This is a good time to sell.
GD,trending downward over the year: -25.78 points. This is a good time to sell.
VLO,trending downward over the year: -14.44 points. This is a good time to sell.
MCK,trending downward over the year: -25.59 points. This is a good time to sell.
USB,trending downward over the year: -17.63 points. This is a good time to sell.
PXD,trending downward over the year: -78.56 points. This is a good time to sell.
PSA,trending downward over the year: -110.97 points. This is a good time to sell.
PNC,trending downward over the year: -64.49 points. This is a good time to sell.
SRE,trending downward over the year: -20.8 points. This is a good time to sell.
AEP,trending downward over the year: -9.55 points. This is a good time to sell.
F,trending downward over the year: -4.2 points. This is a good time to sell.
D,trending downward over the year: -30.64 points. This is a good time to sell.
GM,trending downward over the year: -8.54 points. This is a good time to sell.
PSX,trending downward over the year: -8.19 points. This is a good time to sell.
EMR,trending downward over the year: -15.87 points. This is a good time to sell.
DG,trending downward over the year: -49.33 points. This is a good time to sell.
AZO,trending downward over the year: -79.1 points. This is a good time to sell.
MSI,trending downward over the year: -1.59 points. This is a good time to sell.
MCO,trending downward over the year: -43.84 points. This is a good time to sell.
NSC,trending downward over the year: -70.87 points. This is a good time to sell.
CMG,trending downward over the year: -59.2 points. This is a good time to sell.
ROP,trending downward over the year: -50.87 points. This is a good time to sell.
APH,trending downward over the year: -4.86 points. This is a good time to sell.
KMB,trending downward over the year: -7.43 points. This is a good time to sell.
OXY,trending downward over the year: -13.02 points. This is a good time to sell.
NXPI,trending downward over the year: -25.51 points. This is a good time to sell.
MAR,trending downward over the year: -32.42 points. This is a good time to sell.
DXCM,trending downward over the year: -15.76 points. This is a good time to sell.
TFC,trending downward over the year: -21.63 points. This is a good time to sell.
ADM,trending downward over the year: -19.43 points. This is a good time to sell.
MCHP,trending downward over the year: -7.86 points. This is a good time to sell.
EXC,trending downward over the year: -7.39 points. This is a good time to sell.
CTVA,trending downward over the year: -7.95 points. This is a good time to sell.
ADSK,trending downward over the year: -36.69 points. This is a good time to sell.
MSCI,trending downward over the year: -35.11 points. This is a good time to sell.
FTNT,trending downward over the year: -5.94 points. This is a good time to sell.
AJG,trending downward over the year: -4.96 points. This is a good time to sell.
ECL,trending downward over the year: -18.35 points. This is a good time to sell.
BIIB,trending downward over the year: -24.11 points. This is a good time to sell.
NEM,trending downward over the year: -34.22 points. This is a good time to sell.
A,trending downward over the year: -22.14 points. This is a good time to sell.
PH,trending downward over the year: -50.09 points. This is a good time to sell.
MNST,trending downward over the year: -1.47 points. This is a good time to sell.
TRV,trending downward over the year: -22.72 points. This is a good time to sell.
ANET,trending downward over the year: -10.4 points. This is a good time to sell.
TEL,trending downward over the year: -13.66 points. This is a good time to sell.
TT,trending downward over the year: -23.67 points. This is a good time to sell.
O,trending downward over the year: -12.43 points. This is a good time to sell.
SYY,trending downward over the year: -13.57 points. This is a good time to sell.
IDXX,trending downward over the year: -78.14 points. This is a good time to sell.
HES,trending downward over the year: -18.57 points. This is a good time to sell.
CTAS,trending downward over the year: -17.27 points. This is a good time to sell.
XEL,trending downward over the year: -5.72 points. This is a good time to sell.
MET,trending downward over the year: -17.96 points. This is a good time to sell.
DOW,trending downward over the year: -16.8 points. This is a good time to sell.
JCI,trending downward over the year: -13.36 points. This is a good time to sell.
HSY,trending neutral over the year: 0.0 points.
AIG,trending downward over the year: -14.46 points. This is a good time to sell.
TDG,trending downward over the year: -45.17 points. This is a good time to sell.
LHX,trending downward over the year: -65.06 points. This is a good time to sell.
HLT,trending downward over the year: -27.22 points. This is a good time to sell.
YUM,trending downward over the year: -1.39 points. This is a good time to sell.
ROST,trending downward over the year: -15.92 points. This is a good time to sell.
CHTR,trending downward over the year: -217.41 points. This is a good time to sell.
NUE,trending downward over the year: -41.58 points. This is a good time to sell.
AFL,trending downward over the year: -9.22 points. This is a good time to sell.
STZ,trending downward over the year: -35.02 points. This is a good time to sell.
CNC,trending downward over the year: -31.82 points. This is a good time to sell.
IQV,trending downward over the year: -57.94 points. This is a good time to sell.
COF,trending downward over the year: -49.05 points. This is a good time to sell.
ILMN,trending downward over the year: -138.38 points. This is a good time to sell.
WMB,trending downward over the year: -7.88 points. This is a good time to sell.
SPG,trending downward over the year: -24.23 points. This is a good time to sell.
PCAR,trending downward over the year: -7.49 points. This is a good time to sell.
ED,trending downward over the year: -2.86 points. This is a good time to sell.
CARR,trending downward over the year: -6.86 points. This is a good time to sell.
KMI,trending downward over the year: -2.41 points. This is a good time to sell.
PAYX,trending downward over the year: -31.88 points. This is a good time to sell.
DVN,trending downward over the year: -25.87 points. This is a good time to sell.
WELL,trending downward over the year: -26.27 points. This is a good time to sell.
WBD,trending downward over the year: -12.26 points. This is a good time to sell.
MTD,trending downward over the year: -82.82 points. This is a good time to sell.
EA,trending downward over the year: -16.74 points. This is a good time to sell.
FIS,trending downward over the year: -51.16 points. This is a good time to sell.
BK,trending downward over the year: -7.0 points. This is a good time to sell.
OTIS,trending downward over the year: -8.23 points. This is a good time to sell.
ON,trending downward over the year: -11.19 points. This is a good time to sell.
RMD,trending downward over the year: -30.43 points. This is a good time to sell.
VICI,trending downward over the year: -3.36 points. This is a good time to sell.
PPG,trending downward over the year: -1.78 points. This is a good time to sell.
DD,trending downward over the year: -8.16 points. This is a good time to sell.
CPRT,trending downward over the year: -1.71 points. This is a good time to sell.
AMP,trending downward over the year: -56.6 points. This is a good time to sell.
KR,trending downward over the year: -14.21 points. This is a good time to sell.
PEG,trending downward over the year: -11.7 points. This is a good time to sell.
DLTR,trending downward over the year: -27.84 points. This is a good time to sell.
CMI,trending downward over the year: -40.17 points. This is a good time to sell.
ROK,trending downward over the year: -34.87 points. This is a good time to sell.
CTSH,trending downward over the year: -28.43 points. This is a good time to sell.
WEC,trending downward over the year: -9.13 points. This is a good time to sell.
AME,trending downward over the year: -11.61 points. This is a good time to sell.
KHC,trending downward over the year: -5.51 points. This is a good time to sell.
PRU,trending downward over the year: -38.61 points. This is a good time to sell.
ALL,trending downward over the year: -27.88 points. This is a good time to sell.
KDP,trending downward over the year: -5.42 points. This is a good time to sell.
DHI,trending downward over the year: -6.99 points. This is a good time to sell.
VRSK,trending downward over the year: -30.6 points. This is a good time to sell.
HAL,trending downward over the year: -10.79 points. This is a good time to sell.
ODFL,trending downward over the year: -52.78 points. This is a good time to sell.
FAST,trending downward over the year: -7.9 points. This is a good time to sell.
OKE,trending downward over the year: -8.74 points. This is a good time to sell.
AWK,trending downward over the year: -21.56 points. This is a good time to sell.
GEHC,trending downward over the year: -1.56 points. This is a good time to sell.
GWW,trending downward over the year: -60.64 points. This is a good time to sell.
BKR,trending downward over the year: -9.56 points. This is a good time to sell.
ES,trending downward over the year: -13.27 points. This is a good time to sell.
ANSS,trending downward over the year: -11.25 points. This is a good time to sell.
SBAC,trending downward over the year: -120.04 points. This is a good time to sell.
KEYS,trending downward over the year: -32.77 points. This is a good time to sell.
APTV,trending downward over the year: -20.95 points. This is a good time to sell.
CSGP,trending downward over the year: -16.79 points. This is a good time to sell.
RSG,trending downward over the year: -13.1 points. This is a good time to sell.
EIX,trending downward over the year: -0.57 points. This is a good time to sell.
GPN,trending downward over the year: -41.3 points. This is a good time to sell.
ZBH,trending downward over the year: -5.68 points. This is a good time to sell.
ABC,trending downward over the year: -5.81 points. This is a good time to sell.
PCG,trending downward over the year: -0.1 points. This is a good time to sell.
ULTA,trending downward over the year: -20.64 points. This is a good time to sell.
STT,trending downward over the year: -18.03 points. This is a good time to sell.
TSCO,trending downward over the year: -6.13 points. This is a good time to sell.
DLR,trending downward over the year: -62.53 points. This is a good time to sell.
ENPH,trending downward over the year: -147.92 points. This is a good time to sell.
GLW,trending downward over the year: -3.44 points. This is a good time to sell.
DFS,trending downward over the year: -23.18 points. This is a good time to sell.
LEN,trending downward over the year: -5.21 points. This is a good time to sell.
FANG,trending downward over the year: -26.51 points. This is a good time to sell.
WBA,trending downward over the year: -11.08 points. This is a good time to sell.
WTW,trending downward over the year: -21.81 points. This is a good time to sell.
WST,trending downward over the year: -74.78 points. This is a good time to sell.
ACGL,trending downward over the year: -2.84 points. This is a good time to sell.
HPQ,trending downward over the year: -11.27 points. This is a good time to sell.
CEG,trending downward over the year: -20.91 points. This is a good time to sell.
CDW,trending downward over the year: -27.74 points. This is a good time to sell.
IT,trending downward over the year: -44.42 points. This is a good time to sell.
URI,trending downward over the year: -121.55 points. This is a good time to sell.
TROW,trending downward over the year: -39.03 points. This is a good time to sell.
EFX,trending downward over the year: -35.64 points. This is a good time to sell.
LYB,trending downward over the year: -22.32 points. This is a good time to sell.
EBAY,trending downward over the year: -12.4 points. This is a good time to sell.
AVB,trending downward over the year: -90.62 points. This is a good time to sell.
ALGN,trending downward over the year: -106.64 points. This is a good time to sell.
IFF,trending downward over the year: -43.55 points. This is a good time to sell.
AEE,trending downward over the year: -8.98 points. This is a good time to sell.
GPC,trending downward over the year: -24.96 points. This is a good time to sell.
ALB,trending downward over the year: -138.6 points. This is a good time to sell.
PWR,trending downward over the year: -7.64 points. This is a good time to sell.
FTV,trending downward over the year: -5.01 points. This is a good time to sell.
ETR,trending downward over the year: -14.92 points. This is a good time to sell.
FE,trending downward over the year: -6.97 points. This is a good time to sell.
HIG,trending downward over the year: -9.18 points. This is a good time to sell.
CBRE,trending downward over the year: -19.37 points. This is a good time to sell.
PODD,trending downward over the year: -8.9 points. This is a good time to sell.
CHD,trending downward over the year: -14.61 points. This is a good time to sell.
DTE,trending downward over the year: -26.22 points. This is a good time to sell.
WY,trending downward over the year: -12.84 points. This is a good time to sell.
IR,trending downward over the year: -5.05 points. This is a good time to sell.
VMC,trending downward over the year: -32.41 points. This is a good time to sell.
EXR,trending downward over the year: -59.57 points. This is a good time to sell.
DAL,trending downward over the year: -12.45 points. This is a good time to sell.
MKC,trending downward over the year: -19.37 points. This is a good time to sell.
BAX,trending downward over the year: -37.86 points. This is a good time to sell.
MPWR,trending downward over the year: -63.64 points. This is a good time to sell.
MLM,trending downward over the year: -46.69 points. This is a good time to sell.
PPL,trending downward over the year: -3.12 points. This is a good time to sell.
CAH,trending downward over the year: -0.96 points. This is a good time to sell.
HOLX,trending downward over the year: -3.63 points. This is a good time to sell.
LH,trending downward over the year: -45.73 points. This is a good time to sell.
EQR,trending downward over the year: -34.14 points. This is a good time to sell.
HPE,trending downward over the year: -1.3 points. This is a good time to sell.
TDY,trending downward over the year: -55.97 points. This is a good time to sell.
FSLR,trending downward over the year: -14.91 points. This is a good time to sell.
MTB,trending downward over the year: -74.74 points. This is a good time to sell.
DOV,trending downward over the year: -17.47 points. This is a good time to sell.
VRSN,trending downward over the year: -11.5 points. This is a good time to sell.
CTRA,trending downward over the year: -11.22 points. This is a good time to sell.
ARE,trending downward over the year: -78.83 points. This is a good time to sell.
CLX,trending downward over the year: -1.76 points. This is a good time to sell.
CNP,trending downward over the year: -2.7 points. This is a good time to sell.
STE,trending downward over the year: -62.62 points. This is a good time to sell.
OMC,trending downward over the year: -2.88 points. This is a good time to sell.
TTWO,trending downward over the year: -23.19 points. This is a good time to sell.
LUV,trending downward over the year: -18.27 points. This is a good time to sell.
LVS,trending downward over the year: -3.97 points. This is a good time to sell.
NDAQ,trending downward over the year: -14.18 points. This is a good time to sell.
COO,trending downward over the year: -47.31 points. This is a good time to sell.
DRI,trending downward over the year: -4.11 points. This is a good time to sell.
CAG,trending downward over the year: -2.52 points. This is a good time to sell.
INVH,trending downward over the year: -12.78 points. This is a good time to sell.
CMS,trending downward over the year: -10.87 points. This is a good time to sell.
NTRS,trending downward over the year: -28.52 points. This is a good time to sell.
XYL,trending downward over the year: -18.28 points. This is a good time to sell.
FITB,trending downward over the year: -15.19 points. This is a good time to sell.
WAT,trending downward over the year: -64.89 points. This is a good time to sell.
SWKS,trending downward over the year: -11.97 points. This is a good time to sell.
CINF,trending downward over the year: -31.26 points. This is a good time to sell.
WAB,trending downward over the year: -11.08 points. This is a good time to sell.
K,trending downward over the year: -8.54 points. This is a good time to sell.
MAA,trending downward over the year: -65.21 points. This is a good time to sell.
TSN,trending downward over the year: -39.12 points. This is a good time to sell.
RJF,trending downward over the year: -35.15 points. This is a good time to sell.
RF,trending downward over the year: -5.74 points. This is a good time to sell.
STLD,trending downward over the year: -32.22 points. This is a good time to sell.
VTR,trending downward over the year: -19.4 points. This is a good time to sell.
FICO,trending downward over the year: -34.85 points. This is a good time to sell.
PKI,trending downward over the year: -40.12 points. This is a good time to sell.
AMCR,trending downward over the year: -2.27 points. This is a good time to sell.
TRGP,trending downward over the year: -5.88 points. This is a good time to sell.
EXPD,trending downward over the year: -13.76 points. This is a good time to sell.
SJM,trending downward over the year: -4.8 points. This is a good time to sell.
PFG,trending downward over the year: -21.92 points. This is a good time to sell.
BR,trending downward over the year: -42.08 points. This is a good time to sell.
ATO,trending downward over the year: -7.18 points. This is a good time to sell.
MOH,trending downward over the year: -85.36 points. This is a good time to sell.
BALL,trending downward over the year: -36.95 points. This is a good time to sell.
NVR,trending downward over the year: -81.84 points. This is a good time to sell.
EPAM,trending downward over the year: -176.48 points. This is a good time to sell.
AES,trending downward over the year: -5.49 points. This is a good time to sell.
DGX,trending downward over the year: -14.56 points. This is a good time to sell.
IEX,trending downward over the year: -27.98 points. This is a good time to sell.
MRO,trending downward over the year: -7.72 points. This is a good time to sell.
HBAN,trending downward over the year: -4.4 points. This is a good time to sell.
SEDG,trending downward over the year: -94.51 points. This is a good time to sell.
TER,trending downward over the year: -16.26 points. This is a good time to sell.
FDS,trending downward over the year: -68.47 points. This is a good time to sell.
ZBRA,trending downward over the year: -116.01 points. This is a good time to sell.
FLT,trending downward over the year: -56.5 points. This is a good time to sell.
HWM,trending downward over the year: -2.17 points. This is a good time to sell.
LW,trending neutral over the year: 0.0 points.
IRM,trending downward over the year: -6.32 points. This is a good time to sell.
BBY,trending downward over the year: -22.2 points. This is a good time to sell.
GRMN,trending downward over the year: -18.74 points. This is a good time to sell.
MOS,trending downward over the year: -34.65 points. This is a good time to sell.
TYL,trending downward over the year: -84.45 points. This is a good time to sell.
FMC,trending downward over the year: -19.9 points. This is a good time to sell.
EVRG,trending downward over the year: -9.2 points. This is a good time to sell.
J,trending downward over the year: -37.3 points. This is a good time to sell.
AVY,trending downward over the year: -27.17 points. This is a good time to sell.
IPG,trending downward over the year: -2.4 points. This is a good time to sell.
CBOE,trending neutral over the year: 0.0 points.
TXT,trending downward over the year: -7.75 points. This is a good time to sell.
RE,trending downward over the year: -28.02 points. This is a good time to sell.
CFG,trending downward over the year: -15.92 points. This is a good time to sell.
JBHT,trending downward over the year: -29.71 points. This is a good time to sell.
PAYC,trending downward over the year: -112.87 points. This is a good time to sell.
INCY,trending downward over the year: -10.26 points. This is a good time to sell.
CF,trending downward over the year: -46.79 points. This is a good time to sell.
UAL,trending downward over the year: -12.21 points. This is a good time to sell.
BRO,trending downward over the year: -14.66 points. This is a good time to sell.
BG,trending downward over the year: -35.57 points. This is a good time to sell.
LNT,trending downward over the year: -9.99 points. This is a good time to sell.
LKQ,trending downward over the year: -4.83 points. This is a good time to sell.
MGM,trending downward over the year: -2.81 points. This is a good time to sell.
NTAP,trending downward over the year: -16.44 points. This is a good time to sell.
EXPE,trending downward over the year: -104.4 points. This is a good time to sell.
ESS,trending downward over the year: -152.36 points. This is a good time to sell.
RCL,trending downward over the year: -25.35 points. This is a good time to sell.
PTC,trending downward over the year: -18.18 points. This is a good time to sell.
PHM,trending downward over the year: -2.31 points. This is a good time to sell.
PKG,trending downward over the year: -26.68 points. This is a good time to sell.
ETSY,trending downward over the year: -45.19 points. This is a good time to sell.
IP,trending downward over the year: -14.42 points. This is a good time to sell.
MKTX,trending downward over the year: -54.69 points. This is a good time to sell.
WRB,trending downward over the year: -13.17 points. This is a good time to sell.
POOL,trending downward over the year: -146.28 points. This is a good time to sell.
SYF,trending downward over the year: -12.81 points. This is a good time to sell.
STX,trending downward over the year: -23.39 points. This is a good time to sell.
AKAM,trending downward over the year: -44.26 points. This is a good time to sell.
UDR,trending downward over the year: -19.31 points. This is a good time to sell.
LDOS,trending downward over the year: -19.0 points. This is a good time to sell.
APA,trending downward over the year: -13.41 points. This is a good time to sell.
TFX,trending downward over the year: -84.64 points. This is a good time to sell.
SNA,trending downward over the year: -30.4 points. This is a good time to sell.
TRMB,trending downward over the year: -23.42 points. This is a good time to sell.
VTRS,trending downward over the year: -2.46 points. This is a good time to sell.
TECH,trending downward over the year: -35.69 points. This is a good time to sell.
DPZ,trending downward over the year: -95.1 points. This is a good time to sell.
PEAK,trending downward over the year: -14.17 points. This is a good time to sell.
CTLT,trending downward over the year: -49.69 points. This is a good time to sell.
EQT,trending downward over the year: -19.46 points. This is a good time to sell.
KIM,trending downward over the year: -7.37 points. This is a good time to sell.
HRL,trending downward over the year: -14.38 points. This is a good time to sell.
NI,trending downward over the year: -3.39 points. This is a good time to sell.
CPT,trending downward over the year: -67.7 points. This is a good time to sell.
HST,trending downward over the year: -5.45 points. This is a good time to sell.
HSIC,trending downward over the year: -7.82 points. This is a good time to sell.
WYNN,trending downward over the year: -8.02 points. This is a good time to sell.
NDSN,trending downward over the year: -39.73 points. This is a good time to sell.
WDC,trending downward over the year: -27.86 points. This is a good time to sell.
CPB,trending downward over the year: -1.74 points. This is a good time to sell.
KEY,trending downward over the year: -10.06 points. This is a good time to sell.
L,trending downward over the year: -11.62 points. This is a good time to sell.
BWA,trending downward over the year: -4.74 points. This is a good time to sell.
SWK,trending downward over the year: -72.85 points. This is a good time to sell.
CHRW,trending downward over the year: -27.98 points. This is a good time to sell.
PARA,trending downward over the year: -15.23 points. This is a good time to sell.
JKHY,trending downward over the year: -63.31 points. This is a good time to sell.
JNPR,trending downward over the year: -3.43 points. This is a good time to sell.
MAS,trending downward over the year: -10.81 points. This is a good time to sell.
CDAY,trending downward over the year: -10.4 points. This is a good time to sell.
CE,trending downward over the year: -54.76 points. This is a good time to sell.
KMX,trending downward over the year: -41.63 points. This is a good time to sell.
FOXA,trending downward over the year: -6.47 points. This is a good time to sell.
CRL,trending downward over the year: -111.5 points. This is a good time to sell.
MTCH,trending downward over the year: -67.29 points. This is a good time to sell.
GEN,trending downward over the year: -10.0 points. This is a good time to sell.
BIO,trending downward over the year: -141.11 points. This is a good time to sell.
LYV,trending downward over the year: -45.71 points. This is a good time to sell.
CCL,trending downward over the year: -10.75 points. This is a good time to sell.
TAP,trending downward over the year: -7.17 points. This is a good time to sell.
QRVO,trending downward over the year: -25.86 points. This is a good time to sell.
GL,trending downward over the year: -14.8 points. This is a good time to sell.
EMN,trending downward over the year: -31.81 points. This is a good time to sell.
TPR,trending downward over the year: -7.23 points. This is a good time to sell.
CZR,trending downward over the year: -28.16 points. This is a good time to sell.
REG,trending downward over the year: -12.8 points. This is a good time to sell.
AAL,trending downward over the year: -7.24 points. This is a good time to sell.
PNW,trending downward over the year: -0.05 points. This is a good time to sell.
ROL,trending downward over the year: -4.18 points. This is a good time to sell.
ALLE,trending downward over the year: -23.71 points. This is a good time to sell.
FFIV,trending downward over the year: -65.8 points. This is a good time to sell.
PNR,trending downward over the year: -8.26 points. This is a good time to sell.
XRAY,trending downward over the year: -9.65 points. This is a good time to sell.
AOS,trending downward over the year: -7.11 points. This is a good time to sell.
UHS,trending downward over the year: -28.98 points. This is a good time to sell.
NRG,trending downward over the year: -12.93 points. This is a good time to sell.
HII,trending downward over the year: -50.31 points. This is a good time to sell.
RHI,trending downward over the year: -43.22 points. This is a good time to sell.
BBWI,trending downward over the year: -22.34 points. This is a good time to sell.
WRK,trending downward over the year: -24.5 points. This is a good time to sell.
BEN,trending downward over the year: -7.56 points. This is a good time to sell.
BXP,trending downward over the year: -75.65 points. This is a good time to sell.
AAP,trending downward over the year: -110.43 points. This is a good time to sell.
IVZ,trending downward over the year: -6.15 points. This is a good time to sell.
FRT,trending downward over the year: -30.24 points. This is a good time to sell.
VFC,trending downward over the year: -37.22 points. This is a good time to sell.
SEE,trending downward over the year: -22.79 points. This is a good time to sell.
WHR,trending downward over the year: -69.19 points. This is a good time to sell.
