Symbol,0
GS,trending downward over the year: -67.38 points. This is a good time to sell.
DE,trending downward over the year: -54.2 points. This is a good time to sell.
MDT,trending downward over the year: -34.09 points. This is a good time to sell.
GE,trending downward over the year: -2.55 points. This is a good time to sell.
GILD,trending downward over the year: -6.09 points. This is a good time to sell.
BKNG,trending downward over the year: -42.03 points. This is a good time to sell.
AMAT,trending downward over the year: -6.76 points. This is a good time to sell.
ADI,trending downward over the year: -3.74 points. This is a good time to sell.
BLK,trending downward over the year: -128.78 points. This is a good time to sell.
CVS,trending downward over the year: -30.43 points. This is a good time to sell.
AXP,trending downward over the year: -30.82 points. This is a good time to sell.
SYK,trending downward over the year: -0.22 points. This is a good time to sell.
NOW,trending downward over the year: -66.82 points. This is a good time to sell.
MDLZ,trending neutral over the year: 0.0 points.
AMT,trending downward over the year: -74.97 points. This is a good time to sell.
TJX,trending downward over the year: -4.39 points. This is a good time to sell.
ISRG,trending downward over the year: -50.12 points. This is a good time to sell.
C,trending downward over the year: -8.37 points. This is a good time to sell.
ADP,trending downward over the year: -60.36 points. This is a good time to sell.
REGN,trending neutral over the year: 0.0 points.
TMUS,trending downward over the year: -5.41 points. This is a good time to sell.
PYPL,trending downward over the year: -40.41 points. This is a good time to sell.
PGR,trending neutral over the year: 0.0 points.
MMC,trending downward over the year: -13.68 points. This is a good time to sell.
CB,trending downward over the year: -34.24 points. This is a good time to sell.
VRTX,trending downward over the year: -5.71 points. This is a good time to sell.
MO,trending downward over the year: -12.35 points. This is a good time to sell.
ZTS,trending downward over the year: -32.72 points. This is a good time to sell.
CI,trending downward over the year: -75.16 points. This is a good time to sell.
TGT,trending downward over the year: -87.88 points. This is a good time to sell.
SCHW,trending downward over the year: -37.26 points. This is a good time to sell.
SO,trending downward over the year: -9.01 points. This is a good time to sell.
DUK,trending downward over the year: -17.49 points. This is a good time to sell.
SLB,trending downward over the year: -8.3 points. This is a good time to sell.
BSX,trending neutral over the year: 0.0 points.
FISV,trending downward over the year: -7.03 points. This is a good time to sell.
BDX,trending downward over the year: -25.61 points. This is a good time to sell.
EOG,trending downward over the year: -30.29 points. This is a good time to sell.
CME,trending downward over the year: -51.7 points. This is a good time to sell.
LRCX,trending downward over the year: -48.95 points. This is a good time to sell.
NOC,trending downward over the year: -82.97 points. This is a good time to sell.
AON,trending downward over the year: -19.11 points. This is a good time to sell.
EQIX,trending downward over the year: -57.95 points. This is a good time to sell.
ITW,trending downward over the year: -19.94 points. This is a good time to sell.
ETN,trending downward over the year: -17.49 points. This is a good time to sell.
APD,trending downward over the year: -41.67 points. This is a good time to sell.
HUM,trending downward over the year: -61.5 points. This is a good time to sell.
MU,trending downward over the year: -19.4 points. This is a good time to sell.
CL,trending downward over the year: -7.72 points. This is a good time to sell.
CSX,trending downward over the year: -8.48 points. This is a good time to sell.
WM,trending downward over the year: -10.69 points. This is a good time to sell.
ATVI,trending downward over the year: -0.09 points. This is a good time to sell.
ICE,trending downward over the year: -25.11 points. This is a good time to sell.
SNPS,trending downward over the year: -8.31 points. This is a good time to sell.
CDNS,trending downward over the year: -3.06 points. This is a good time to sell.
CCI,trending downward over the year: -64.63 points. This is a good time to sell.
FCX,trending downward over the year: -11.13 points. This is a good time to sell.
MPC,trending downward over the year: -8.44 points. This is a good time to sell.
EL,trending downward over the year: -40.42 points. This is a good time to sell.
HCA,trending downward over the year: -8.76 points. This is a good time to sell.
MMM,trending downward over the year: -51.9 points. This is a good time to sell.
KLAC,trending downward over the year: -40.55 points. This is a good time to sell.
ORLY,trending downward over the year: -5.73 points. This is a good time to sell.
SHW,trending downward over the year: -60.32 points. This is a good time to sell.
FDX,trending downward over the year: -13.12 points. This is a good time to sell.
MRNA,trending downward over the year: -60.39 points. This is a good time to sell.
GD,trending downward over the year: -26.11 points. This is a good time to sell.
EW,trending downward over the year: -47.52 points. This is a good time to sell.
GIS,trending downward over the year: -1.11 points. This is a good time to sell.
PXD,trending downward over the year: -76.03 points. This is a good time to sell.
F,trending downward over the year: -4.03 points. This is a good time to sell.
GM,trending downward over the year: -8.25 points. This is a good time to sell.
MCK,trending downward over the year: -29.82 points. This is a good time to sell.
PNC,trending downward over the year: -65.4 points. This is a good time to sell.
VLO,trending downward over the year: -16.69 points. This is a good time to sell.
USB,trending downward over the year: -18.62 points. This is a good time to sell.
PSA,trending downward over the year: -112.85 points. This is a good time to sell.
EMR,trending downward over the year: -14.75 points. This is a good time to sell.
CMG,trending downward over the year: -28.21 points. This is a good time to sell.
DG,trending downward over the year: -46.84 points. This is a good time to sell.
MSI,trending downward over the year: -0.22 points. This is a good time to sell.
MCO,trending downward over the year: -42.18 points. This is a good time to sell.
APH,trending downward over the year: -3.55 points. This is a good time to sell.
SRE,trending downward over the year: -22.32 points. This is a good time to sell.
OXY,trending downward over the year: -11.95 points. This is a good time to sell.
AZO,trending downward over the year: -98.28 points. This is a good time to sell.
D,trending downward over the year: -31.06 points. This is a good time to sell.
AEP,trending downward over the year: -11.01 points. This is a good time to sell.
NSC,trending downward over the year: -70.96 points. This is a good time to sell.
ROP,trending downward over the year: -50.5 points. This is a good time to sell.
PSX,trending downward over the year: -12.39 points. This is a good time to sell.
NXPI,trending downward over the year: -23.29 points. This is a good time to sell.
KMB,trending downward over the year: -7.74 points. This is a good time to sell.
MCHP,trending downward over the year: -6.77 points. This is a good time to sell.
DXCM,trending downward over the year: -14.47 points. This is a good time to sell.
MAR,trending downward over the year: -32.01 points. This is a good time to sell.
MSCI,trending downward over the year: -21.51 points. This is a good time to sell.
ADSK,trending downward over the year: -32.64 points. This is a good time to sell.
ADM,trending downward over the year: -19.33 points. This is a good time to sell.
CTVA,trending downward over the year: -7.88 points. This is a good time to sell.
FTNT,trending downward over the year: -5.27 points. This is a good time to sell.
TFC,trending downward over the year: -23.18 points. This is a good time to sell.
EXC,trending downward over the year: -7.64 points. This is a good time to sell.
ANET,trending downward over the year: -5.7 points. This is a good time to sell.
AJG,trending downward over the year: -6.22 points. This is a good time to sell.
PH,trending downward over the year: -44.15 points. This is a good time to sell.
ECL,trending downward over the year: -19.38 points. This is a good time to sell.
A,trending downward over the year: -20.99 points. This is a good time to sell.
NEM,trending downward over the year: -33.61 points. This is a good time to sell.
MNST,trending downward over the year: -0.79 points. This is a good time to sell.
TEL,trending downward over the year: -12.5 points. This is a good time to sell.
IDXX,trending downward over the year: -70.13 points. This is a good time to sell.
TT,trending downward over the year: -22.58 points. This is a good time to sell.
BIIB,trending downward over the year: -28.85 points. This is a good time to sell.
SYY,trending downward over the year: -13.78 points. This is a good time to sell.
O,trending downward over the year: -12.3 points. This is a good time to sell.
CTAS,trending downward over the year: -12.77 points. This is a good time to sell.
JCI,trending downward over the year: -12.38 points. This is a good time to sell.
HES,trending downward over the year: -18.7 points. This is a good time to sell.
TRV,trending downward over the year: -24.17 points. This is a good time to sell.
TDG,trending downward over the year: -38.55 points. This is a good time to sell.
DOW,trending downward over the year: -17.78 points. This is a good time to sell.
HSY,trending neutral over the year: 0.0 points.
MET,trending downward over the year: -19.07 points. This is a good time to sell.
ROST,trending downward over the year: -14.58 points. This is a good time to sell.
LHX,trending downward over the year: -66.46 points. This is a good time to sell.
XEL,trending downward over the year: -6.78 points. This is a good time to sell.
HLT,trending downward over the year: -28.99 points. This is a good time to sell.
YUM,trending downward over the year: -0.76 points. This is a good time to sell.
AIG,trending downward over the year: -15.65 points. This is a good time to sell.
COF,trending downward over the year: -49.76 points. This is a good time to sell.
PCAR,trending downward over the year: -6.26 points. This is a good time to sell.
CHTR,trending downward over the year: -217.59 points. This is a good time to sell.
IQV,trending downward over the year: -57.56 points. This is a good time to sell.
SPG,trending downward over the year: -23.81 points. This is a good time to sell.
NUE,trending downward over the year: -42.16 points. This is a good time to sell.
ILMN,trending downward over the year: -137.91 points. This is a good time to sell.
AFL,trending downward over the year: -9.28 points. This is a good time to sell.
WMB,trending downward over the year: -8.13 points. This is a good time to sell.
CARR,trending downward over the year: -6.08 points. This is a good time to sell.
STZ,trending downward over the year: -39.72 points. This is a good time to sell.
CNC,trending downward over the year: -32.74 points. This is a good time to sell.
PAYX,trending downward over the year: -31.77 points. This is a good time to sell.
KMI,trending downward over the year: -2.62 points. This is a good time to sell.
DVN,trending downward over the year: -26.28 points. This is a good time to sell.
MTD,trending downward over the year: -66.97 points. This is a good time to sell.
ED,trending downward over the year: -3.45 points. This is a good time to sell.
ON,trending downward over the year: -9.68 points. This is a good time to sell.
OTIS,trending downward over the year: -6.88 points. This is a good time to sell.
WBD,trending downward over the year: -12.5 points. This is a good time to sell.
WELL,trending downward over the year: -27.16 points. This is a good time to sell.
EA,trending downward over the year: -16.54 points. This is a good time to sell.
CMI,trending downward over the year: -30.9 points. This is a good time to sell.
BK,trending downward over the year: -7.3 points. This is a good time to sell.
VICI,trending downward over the year: -3.11 points. This is a good time to sell.
CPRT,trending downward over the year: -0.66 points. This is a good time to sell.
PPG,trending downward over the year: -0.9 points. This is a good time to sell.
RMD,trending downward over the year: -31.29 points. This is a good time to sell.
KR,trending downward over the year: -13.18 points. This is a good time to sell.
DD,trending downward over the year: -8.37 points. This is a good time to sell.
AME,trending downward over the year: -9.55 points. This is a good time to sell.
AMP,trending downward over the year: -59.04 points. This is a good time to sell.
ROK,trending downward over the year: -31.31 points. This is a good time to sell.
FIS,trending downward over the year: -53.13 points. This is a good time to sell.
DLTR,trending downward over the year: -27.76 points. This is a good time to sell.
CTSH,trending downward over the year: -28.15 points. This is a good time to sell.
PEG,trending downward over the year: -12.45 points. This is a good time to sell.
KHC,trending downward over the year: -5.73 points. This is a good time to sell.
DHI,trending downward over the year: -5.88 points. This is a good time to sell.
FAST,trending downward over the year: -6.99 points. This is a good time to sell.
PRU,trending downward over the year: -39.94 points. This is a good time to sell.
HAL,trending downward over the year: -10.6 points. This is a good time to sell.
ALL,trending downward over the year: -29.42 points. This is a good time to sell.
KDP,trending downward over the year: -5.43 points. This is a good time to sell.
WEC,trending downward over the year: -10.48 points. This is a good time to sell.
VRSK,trending downward over the year: -28.77 points. This is a good time to sell.
ODFL,trending downward over the year: -55.02 points. This is a good time to sell.
GWW,trending downward over the year: -56.04 points. This is a good time to sell.
GEHC,trending downward over the year: -0.82 points. This is a good time to sell.
BKR,trending downward over the year: -9.15 points. This is a good time to sell.
OKE,trending downward over the year: -9.4 points. This is a good time to sell.
APTV,trending downward over the year: -17.56 points. This is a good time to sell.
ANSS,trending downward over the year: -5.52 points. This is a good time to sell.
AWK,trending downward over the year: -23.23 points. This is a good time to sell.
KEYS,trending downward over the year: -32.26 points. This is a good time to sell.
ULTA,trending downward over the year: -6.77 points. This is a good time to sell.
RSG,trending downward over the year: -11.66 points. This is a good time to sell.
SBAC,trending downward over the year: -119.42 points. This is a good time to sell.
CSGP,trending downward over the year: -17.22 points. This is a good time to sell.
ENPH,trending downward over the year: -138.3 points. This is a good time to sell.
ES,trending downward over the year: -14.01 points. This is a good time to sell.
GPN,trending downward over the year: -42.15 points. This is a good time to sell.
ZBH,trending downward over the year: -5.87 points. This is a good time to sell.
EIX,trending downward over the year: -1.29 points. This is a good time to sell.
DLR,trending downward over the year: -60.69 points. This is a good time to sell.
TSCO,trending downward over the year: -3.13 points. This is a good time to sell.
ABC,trending downward over the year: -7.15 points. This is a good time to sell.
LEN,trending downward over the year: -4.27 points. This is a good time to sell.
DFS,trending downward over the year: -23.18 points. This is a good time to sell.
GLW,trending downward over the year: -3.2 points. This is a good time to sell.
STT,trending downward over the year: -19.78 points. This is a good time to sell.
FANG,trending downward over the year: -25.21 points. This is a good time to sell.
PCG,trending downward over the year: -0.52 points. This is a good time to sell.
WST,trending downward over the year: -74.28 points. This is a good time to sell.
WBA,trending downward over the year: -11.25 points. This is a good time to sell.
CDW,trending downward over the year: -25.64 points. This is a good time to sell.
HPQ,trending downward over the year: -11.77 points. This is a good time to sell.
WTW,trending downward over the year: -22.55 points. This is a good time to sell.
ACGL,trending downward over the year: -3.78 points. This is a good time to sell.
URI,trending downward over the year: -122.26 points. This is a good time to sell.
CEG,trending downward over the year: -20.95 points. This is a good time to sell.
TROW,trending downward over the year: -42.6 points. This is a good time to sell.
IT,trending downward over the year: -40.86 points. This is a good time to sell.
EFX,trending downward over the year: -31.43 points. This is a good time to sell.
ALB,trending downward over the year: -133.43 points. This is a good time to sell.
EBAY,trending downward over the year: -11.97 points. This is a good time to sell.
ALGN,trending downward over the year: -106.83 points. This is a good time to sell.
LYB,trending downward over the year: -23.87 points. This is a good time to sell.
GPC,trending downward over the year: -23.09 points. This is a good time to sell.
PWR,trending downward over the year: -6.48 points. This is a good time to sell.
AVB,trending downward over the year: -91.49 points. This is a good time to sell.
FTV,trending downward over the year: -4.58 points. This is a good time to sell.
IFF,trending downward over the year: -44.93 points. This is a good time to sell.
VMC,trending downward over the year: -29.81 points. This is a good time to sell.
IR,trending downward over the year: -5.41 points. This is a good time to sell.
CBRE,trending downward over the year: -20.07 points. This is a good time to sell.
AEE,trending downward over the year: -10.22 points. This is a good time to sell.
PODD,trending downward over the year: -6.81 points. This is a good time to sell.
WY,trending downward over the year: -13.05 points. This is a good time to sell.
HIG,trending downward over the year: -9.97 points. This is a good time to sell.
ETR,trending downward over the year: -16.18 points. This is a good time to sell.
DAL,trending downward over the year: -12.64 points. This is a good time to sell.
CHD,trending downward over the year: -14.79 points. This is a good time to sell.
FE,trending downward over the year: -7.54 points. This is a good time to sell.
MPWR,trending downward over the year: -62.15 points. This is a good time to sell.
MLM,trending downward over the year: -41.58 points. This is a good time to sell.
EXR,trending downward over the year: -61.04 points. This is a good time to sell.
MKC,trending downward over the year: -18.96 points. This is a good time to sell.
DTE,trending downward over the year: -28.41 points. This is a good time to sell.
HPE,trending downward over the year: -1.15 points. This is a good time to sell.
FSLR,trending downward over the year: -10.53 points. This is a good time to sell.
TDY,trending downward over the year: -56.19 points. This is a good time to sell.
BAX,trending downward over the year: -38.77 points. This is a good time to sell.
LH,trending downward over the year: -46.93 points. This is a good time to sell.
DOV,trending downward over the year: -16.08 points. This is a good time to sell.
EQR,trending downward over the year: -34.6 points. This is a good time to sell.
PPL,trending downward over the year: -3.39 points. This is a good time to sell.
HOLX,trending downward over the year: -4.62 points. This is a good time to sell.
CAH,trending downward over the year: -3.02 points. This is a good time to sell.
VRSN,trending downward over the year: -10.2 points. This is a good time to sell.
CTRA,trending downward over the year: -11.22 points. This is a good time to sell.
MTB,trending downward over the year: -75.98 points. This is a good time to sell.
ARE,trending downward over the year: -82.08 points. This is a good time to sell.
OMC,trending downward over the year: -2.52 points. This is a good time to sell.
TTWO,trending downward over the year: -30.51 points. This is a good time to sell.
CLX,trending downward over the year: -1.95 points. This is a good time to sell.
STE,trending downward over the year: -62.43 points. This is a good time to sell.
LVS,trending downward over the year: -3.26 points. This is a good time to sell.
LUV,trending downward over the year: -18.6 points. This is a good time to sell.
DRI,trending downward over the year: -2.31 points. This is a good time to sell.
CNP,trending downward over the year: -3.17 points. This is a good time to sell.
NDAQ,trending downward over the year: -14.14 points. This is a good time to sell.
COO,trending downward over the year: -51.36 points. This is a good time to sell.
XYL,trending downward over the year: -17.52 points. This is a good time to sell.
SWKS,trending downward over the year: -14.49 points. This is a good time to sell.
NTRS,trending downward over the year: -28.95 points. This is a good time to sell.
WAT,trending downward over the year: -63.8 points. This is a good time to sell.
INVH,trending downward over the year: -12.95 points. This is a good time to sell.
CAG,trending downward over the year: -2.51 points. This is a good time to sell.
CMS,trending downward over the year: -11.66 points. This is a good time to sell.
WAB,trending downward over the year: -10.28 points. This is a good time to sell.
CINF,trending downward over the year: -32.09 points. This is a good time to sell.
FITB,trending downward over the year: -16.13 points. This is a good time to sell.
RJF,trending downward over the year: -36.12 points. This is a good time to sell.
TSN,trending downward over the year: -39.19 points. This is a good time to sell.
FICO,trending downward over the year: -18.44 points. This is a good time to sell.
MAA,trending downward over the year: -67.74 points. This is a good time to sell.
K,trending downward over the year: -9.02 points. This is a good time to sell.
RF,trending downward over the year: -5.91 points. This is a good time to sell.
STLD,trending downward over the year: -31.81 points. This is a good time to sell.
BALL,trending downward over the year: -35.35 points. This is a good time to sell.
EXPD,trending downward over the year: -12.93 points. This is a good time to sell.
VTR,trending downward over the year: -19.89 points. This is a good time to sell.
BR,trending downward over the year: -39.43 points. This is a good time to sell.
AMCR,trending downward over the year: -2.32 points. This is a good time to sell.
TRGP,trending downward over the year: -6.64 points. This is a good time to sell.
PKI,trending downward over the year: -39.8 points. This is a good time to sell.
IEX,trending downward over the year: -23.54 points. This is a good time to sell.
SJM,trending downward over the year: -5.06 points. This is a good time to sell.
EPAM,trending downward over the year: -173.32 points. This is a good time to sell.
NVR,trending downward over the year: -50.0 points. This is a good time to sell.
PFG,trending downward over the year: -23.36 points. This is a good time to sell.
SEDG,trending downward over the year: -82.15 points. This is a good time to sell.
MRO,trending downward over the year: -7.69 points. This is a good time to sell.
TER,trending downward over the year: -15.17 points. This is a good time to sell.
DGX,trending downward over the year: -15.09 points. This is a good time to sell.
ATO,trending downward over the year: -8.85 points. This is a good time to sell.
AES,trending downward over the year: -5.65 points. This is a good time to sell.
ZBRA,trending downward over the year: -118.54 points. This is a good time to sell.
MOH,trending downward over the year: -91.57 points. This is a good time to sell.
MOS,trending downward over the year: -32.94 points. This is a good time to sell.
FDS,trending downward over the year: -61.32 points. This is a good time to sell.
HBAN,trending downward over the year: -4.71 points. This is a good time to sell.
BBY,trending downward over the year: -20.93 points. This is a good time to sell.
HWM,trending downward over the year: -2.14 points. This is a good time to sell.
GRMN,trending downward over the year: -17.38 points. This is a good time to sell.
IRM,trending downward over the year: -5.73 points. This is a good time to sell.
FMC,trending downward over the year: -19.33 points. This is a good time to sell.
FLT,trending downward over the year: -57.14 points. This is a good time to sell.
TYL,trending downward over the year: -83.09 points. This is a good time to sell.
LW,trending downward over the year: -0.41 points. This is a good time to sell.
MKTX,trending downward over the year: -11.91 points. This is a good time to sell.
J,trending downward over the year: -36.98 points. This is a good time to sell.
TXT,trending downward over the year: -7.31 points. This is a good time to sell.
IPG,trending downward over the year: -2.32 points. This is a good time to sell.
AVY,trending downward over the year: -27.99 points. This is a good time to sell.
CFG,trending downward over the year: -16.22 points. This is a good time to sell.
CF,trending downward over the year: -47.03 points. This is a good time to sell.
CBOE,trending neutral over the year: 0.0 points.
PAYC,trending downward over the year: -109.52 points. This is a good time to sell.
BG,trending downward over the year: -34.27 points. This is a good time to sell.
JBHT,trending downward over the year: -28.82 points. This is a good time to sell.
LKQ,trending downward over the year: -3.73 points. This is a good time to sell.
RE,trending downward over the year: -32.69 points. This is a good time to sell.
MGM,trending downward over the year: -2.3 points. This is a good time to sell.
EVRG,trending downward over the year: -10.45 points. This is a good time to sell.
EXPE,trending downward over the year: -103.64 points. This is a good time to sell.
RCL,trending downward over the year: -23.71 points. This is a good time to sell.
UAL,trending downward over the year: -12.45 points. This is a good time to sell.
ETSY,trending downward over the year: -41.11 points. This is a good time to sell.
NTAP,trending downward over the year: -18.01 points. This is a good time to sell.
BRO,trending downward over the year: -15.26 points. This is a good time to sell.
PTC,trending downward over the year: -12.46 points. This is a good time to sell.
INCY,trending downward over the year: -12.42 points. This is a good time to sell.
PHM,trending downward over the year: -2.04 points. This is a good time to sell.
ESS,trending downward over the year: -153.64 points. This is a good time to sell.
LNT,trending downward over the year: -10.71 points. This is a good time to sell.
PKG,trending downward over the year: -28.89 points. This is a good time to sell.
POOL,trending downward over the year: -148.98 points. This is a good time to sell.
IP,trending downward over the year: -14.68 points. This is a good time to sell.
STX,trending downward over the year: -23.4 points. This is a good time to sell.
WRB,trending downward over the year: -14.04 points. This is a good time to sell.
SYF,trending downward over the year: -13.03 points. This is a good time to sell.
SNA,trending downward over the year: -24.24 points. This is a good time to sell.
TRMB,trending downward over the year: -22.84 points. This is a good time to sell.
UDR,trending downward over the year: -18.99 points. This is a good time to sell.
LDOS,trending downward over the year: -18.74 points. This is a good time to sell.
APA,trending downward over the year: -13.8 points. This is a good time to sell.
AKAM,trending downward over the year: -45.51 points. This is a good time to sell.
TFX,trending downward over the year: -88.26 points. This is a good time to sell.
PEAK,trending downward over the year: -13.86 points. This is a good time to sell.
KIM,trending downward over the year: -7.32 points. This is a good time to sell.
EQT,trending downward over the year: -19.15 points. This is a good time to sell.
HRL,trending downward over the year: -13.76 points. This is a good time to sell.
DPZ,trending downward over the year: -93.96 points. This is a good time to sell.
WYNN,trending downward over the year: -5.22 points. This is a good time to sell.
TECH,trending downward over the year: -39.28 points. This is a good time to sell.
VTRS,trending downward over the year: -2.71 points. This is a good time to sell.
HST,trending downward over the year: -5.45 points. This is a good time to sell.
NDSN,trending downward over the year: -37.24 points. This is a good time to sell.
WDC,trending downward over the year: -27.68 points. This is a good time to sell.
CPT,trending downward over the year: -71.52 points. This is a good time to sell.
SWK,trending downward over the year: -70.78 points. This is a good time to sell.
BWA,trending downward over the year: -4.03 points. This is a good time to sell.
CTLT,trending downward over the year: -52.9 points. This is a good time to sell.
NI,trending downward over the year: -4.01 points. This is a good time to sell.
HSIC,trending downward over the year: -9.54 points. This is a good time to sell.
CHRW,trending downward over the year: -25.8 points. This is a good time to sell.
CPB,trending downward over the year: -2.12 points. This is a good time to sell.
CDAY,trending downward over the year: -7.44 points. This is a good time to sell.
KEY,trending downward over the year: -10.5 points. This is a good time to sell.
JNPR,trending downward over the year: -2.8 points. This is a good time to sell.
L,trending downward over the year: -11.88 points. This is a good time to sell.
MAS,trending downward over the year: -9.72 points. This is a good time to sell.
PARA,trending downward over the year: -15.6 points. This is a good time to sell.
JKHY,trending downward over the year: -62.92 points. This is a good time to sell.
CE,trending downward over the year: -55.65 points. This is a good time to sell.
MTCH,trending downward over the year: -69.89 points. This is a good time to sell.
FOXA,trending downward over the year: -6.2 points. This is a good time to sell.
CZR,trending downward over the year: -27.34 points. This is a good time to sell.
KMX,trending downward over the year: -42.87 points. This is a good time to sell.
TPR,trending downward over the year: -5.49 points. This is a good time to sell.
CRL,trending downward over the year: -109.91 points. This is a good time to sell.
QRVO,trending downward over the year: -24.77 points. This is a good time to sell.
CCL,trending downward over the year: -10.74 points. This is a good time to sell.
EMN,trending downward over the year: -31.34 points. This is a good time to sell.
LYV,trending downward over the year: -45.73 points. This is a good time to sell.
BIO,trending downward over the year: -139.27 points. This is a good time to sell.
GEN,trending downward over the year: -10.11 points. This is a good time to sell.
TAP,trending downward over the year: -7.65 points. This is a good time to sell.
GL,trending downward over the year: -15.69 points. This is a good time to sell.
REG,trending downward over the year: -12.78 points. This is a good time to sell.
AAL,trending downward over the year: -7.28 points. This is a good time to sell.
ALLE,trending downward over the year: -23.6 points. This is a good time to sell.
PNW,trending downward over the year: -0.02 points. This is a good time to sell.
PNR,trending downward over the year: -7.26 points. This is a good time to sell.
ROL,trending downward over the year: -4.33 points. This is a good time to sell.
FFIV,trending downward over the year: -67.49 points. This is a good time to sell.
RHI,trending downward over the year: -41.31 points. This is a good time to sell.
AOS,trending downward over the year: -5.65 points. This is a good time to sell.
XRAY,trending downward over the year: -10.11 points. This is a good time to sell.
BBWI,trending downward over the year: -21.85 points. This is a good time to sell.
HII,trending downward over the year: -50.13 points. This is a good time to sell.
UHS,trending downward over the year: -29.42 points. This is a good time to sell.
NRG,trending downward over the year: -13.79 points. This is a good time to sell.
BEN,trending downward over the year: -7.69 points. This is a good time to sell.
WRK,trending downward over the year: -24.77 points. This is a good time to sell.
BXP,trending downward over the year: -76.28 points. This is a good time to sell.
VFC,trending downward over the year: -36.79 points. This is a good time to sell.
AAP,trending downward over the year: -109.97 points. This is a good time to sell.
FRT,trending downward over the year: -29.86 points. This is a good time to sell.
IVZ,trending downward over the year: -6.58 points. This is a good time to sell.
WHR,trending downward over the year: -68.91 points. This is a good time to sell.
SEE,trending downward over the year: -22.9 points. This is a good time to sell.
NWSA,trending downward over the year: -4.92 points. This is a good time to sell.
