Symbol,0
MS,momentum: +-0.34%... This is a good time to buy.
GS,momentum: +-0.14%... This is a good time to buy.
DE,momentum: +-0.87%... This is a good time to buy.
MDT,momentum: +0.94%... This is a good time to buy.
GE,momentum: +0.28%... This is a good time to buy.
GILD,momentum: +1.86%... This is a good time to buy.
BKNG,momentum: +-0.12%... This is a good time to buy.
AMAT,momentum: +-1.05%... This is a good time to buy.
ADI,momentum: +-0.31%... This is a good time to buy.
BLK,momentum: +-0.34%... This is a good time to buy.
CVS,momentum: +1.38%... This is a good time to buy.
AXP,momentum: +-0.22%... This is a good time to buy.
SYK,momentum: +0.98%... This is a good time to buy.
NOW,momentum: +-0.01%... This is a good time to buy.
MDLZ,momentum: +1.45%... This is a good time to buy.
AMT,momentum: +1.99%... This is a good time to buy.
TJX,momentum: +0.13%... This is a good time to buy.
ISRG,momentum: +1.24%... This is a good time to buy.
C,momentum: +0.22%... This is a good time to buy.
ADP,momentum: +0.24%... This is a good time to buy.
REGN,momentum: +1.88%... This is a good time to buy.
TMUS,momentum: +1.82%... This is a good time to buy.
PYPL,momentum: +-0.2%... This is a good time to buy.
PGR,momentum: +1.95%... This is a good time to buy.
MMC,momentum: +1.04%... This is a good time to buy.
CB,momentum: +0.85%... This is a good time to buy.
VRTX,momentum: +1.61%... This is a good time to buy.
MO,momentum: +0.56%... This is a good time to buy.
ZTS,momentum: +0.92%... This is a good time to buy.
CI,momentum: +3.28%... This is a good time to buy.
TGT,momentum: +0.57%... This is a good time to buy.
SCHW,momentum: +-1.26%... This is a good time to buy.
SO,momentum: +2.77%... This is a good time to buy.
DUK,momentum: +2.71%... This is a good time to buy.
SLB,momentum: +1.37%... This is a good time to buy.
BSX,momentum: +1.6%... This is a good time to buy.
FISV,momentum: +0.77%... This is a good time to buy.
BDX,momentum: +1.38%... This is a good time to buy.
EOG,momentum: +0.81%... This is a good time to buy.
CME,momentum: +1.18%... This is a good time to buy.
LRCX,momentum: +-0.87%... This is a good time to buy.
NOC,momentum: +1.11%... This is a good time to buy.
AON,momentum: +1.26%... This is a good time to buy.
EQIX,momentum: +1.11%... This is a good time to buy.
ITW,momentum: +-0.45%... This is a good time to buy.
ETN,momentum: +-0.61%... This is a good time to buy.
APD,momentum: +0.57%... This is a good time to buy.
HUM,momentum: +1.29%... This is a good time to buy.
MU,momentum: +-0.77%... This is a good time to buy.
CL,momentum: +1.82%... This is a good time to buy.
CSX,momentum: +0.61%... This is a good time to buy.
WM,momentum: +1.08%... This is a good time to buy.
ATVI,momentum: +0.63%... This is a good time to buy.
ICE,momentum: +1.08%... This is a good time to buy.
SNPS,momentum: +-0.12%... This is a good time to buy.
CDNS,momentum: +-0.2%... This is a good time to buy.
CCI,momentum: +1.23%... This is a good time to buy.
FCX,momentum: +-0.12%... This is a good time to buy.
MPC,momentum: +3.63%... This is a good time to buy.
EL,momentum: +0.33%... This is a good time to buy.
HCA,momentum: +1.13%... This is a good time to buy.
MMM,momentum: +0.5%... This is a good time to buy.
KLAC,momentum: +-1.0%... This is a good time to buy.
ORLY,momentum: +0.44%... This is a good time to buy.
SHW,momentum: +0.65%... This is a good time to buy.
FDX,momentum: +4.04%... This is a good time to buy.
MRNA,momentum: +0.22%... This is a good time to buy.
GD,momentum: +0.62%... This is a good time to buy.
EW,momentum: +0.46%... This is a good time to buy.
GIS,momentum: +1.35%... This is a good time to buy.
PXD,momentum: +0.79%... This is a good time to buy.
F,momentum: +-0.55%... This is a good time to buy.
GM,momentum: +-1.01%... This is a good time to buy.
MCK,momentum: +2.47%... This is a good time to buy.
PNC,momentum: +0.29%... This is a good time to buy.
VLO,momentum: +4.92%... This is a good time to buy.
USB,momentum: +0.57%... This is a good time to buy.
PSA,momentum: +0.21%... This is a good time to buy.
EMR,momentum: +-0.33%... This is a good time to buy.
CMG,momentum: +-0.49%... This is a good time to buy.
DG,momentum: +0.55%... This is a good time to buy.
MSI,momentum: +0.04%... This is a good time to buy.
MCO,momentum: +0.03%... This is a good time to buy.
APH,momentum: +-0.4%... This is a good time to buy.
SRE,momentum: +2.59%... This is a good time to buy.
OXY,momentum: +0.54%... This is a good time to buy.
AZO,momentum: +0.39%... This is a good time to buy.
D,momentum: +2.5%... This is a good time to buy.
AEP,momentum: +3.75%... This is a good time to buy.
NSC,momentum: +0.33%... This is a good time to buy.
ROP,momentum: +0.32%... This is a good time to buy.
PSX,momentum: +2.91%... This is a good time to buy.
NXPI,momentum: +-0.64%... This is a good time to buy.
KMB,momentum: +1.73%... This is a good time to buy.
MCHP,momentum: +-0.8%... This is a good time to buy.
DXCM,momentum: +0.06%... This is a good time to buy.
MAR,momentum: +-0.3%... This is a good time to buy.
MSCI,momentum: +0.11%... This is a good time to buy.
ADSK,momentum: +-0.47%... This is a good time to buy.
ADM,momentum: +0.21%... This is a good time to buy.
CTVA,momentum: +0.25%... This is a good time to buy.
FTNT,momentum: +0.42%... This is a good time to buy.
TFC,momentum: +0.47%... This is a good time to buy.
EXC,momentum: +2.89%... This is a good time to buy.
ANET,momentum: +-0.6%... This is a good time to buy.
AJG,momentum: +1.15%... This is a good time to buy.
PH,momentum: +-0.07%... This is a good time to buy.
ECL,momentum: +0.76%... This is a good time to buy.
A,momentum: +0.77%... This is a good time to buy.
NEM,momentum: +2.75%... This is a good time to buy.
MNST,momentum: +1.07%... This is a good time to buy.
TEL,momentum: +-0.42%... This is a good time to buy.
IDXX,momentum: +0.17%... This is a good time to buy.
TT,momentum: +-0.08%... This is a good time to buy.
BIIB,momentum: +2.83%... This is a good time to buy.
SYY,momentum: +0.65%... This is a good time to buy.
O,momentum: +0.41%... This is a good time to buy.
CTAS,momentum: +0.56%... This is a good time to buy.
JCI,momentum: +-0.1%... This is a good time to buy.
HES,momentum: +0.64%... This is a good time to buy.
TRV,momentum: +1.01%... This is a good time to buy.
TDG,momentum: +-0.3%... This is a good time to buy.
DOW,momentum: +-0.33%... This is a good time to buy.
HSY,momentum: +1.14%... This is a good time to buy.
MET,momentum: +1.48%... This is a good time to buy.
ROST,momentum: +-0.61%... This is a good time to buy.
LHX,momentum: +0.58%... This is a good time to buy.
XEL,momentum: +3.55%... This is a good time to buy.
HLT,momentum: +0.0%... This is a good time to buy.
YUM,momentum: +1.07%... This is a good time to buy.
AIG,momentum: +0.42%... This is a good time to buy.
COF,momentum: +-1.72%... This is a good time to buy.
PCAR,momentum: +-0.48%... This is a good time to buy.
CHTR,momentum: +1.83%... This is a good time to buy.
IQV,momentum: +0.35%... This is a good time to buy.
SPG,momentum: +-0.29%... This is a good time to buy.
NUE,momentum: +1.33%... This is a good time to buy.
ILMN,momentum: +1.05%... This is a good time to buy.
AFL,momentum: +1.3%... This is a good time to buy.
WMB,momentum: +0.57%... This is a good time to buy.
CARR,momentum: +0.47%... This is a good time to buy.
STZ,momentum: +1.64%... This is a good time to buy.
CNC,momentum: +2.83%... This is a good time to buy.
PAYX,momentum: +0.23%... This is a good time to buy.
KMI,momentum: +0.57%... This is a good time to buy.
DVN,momentum: +0.72%... This is a good time to buy.
MTD,momentum: +0.83%... This is a good time to buy.
ED,momentum: +2.85%... This is a good time to buy.
ON,momentum: +-0.79%... This is a good time to buy.
OTIS,momentum: +-0.22%... This is a good time to buy.
WBD,momentum: +-0.99%... This is a good time to buy.
WELL,momentum: +1.25%... This is a good time to buy.
EA,momentum: +0.81%... This is a good time to buy.
CMI,momentum: +-0.38%... This is a good time to buy.
BK,momentum: +0.63%... This is a good time to buy.
VICI,momentum: +0.71%... This is a good time to buy.
CPRT,momentum: +-0.13%... This is a good time to buy.
PPG,momentum: +0.72%... This is a good time to buy.
RMD,momentum: +0.97%... This is a good time to buy.
KR,momentum: +0.28%... This is a good time to buy.
DD,momentum: +-0.27%... This is a good time to buy.
AME,momentum: +-0.4%... This is a good time to buy.
AMP,momentum: +-0.6%... This is a good time to buy.
ROK,momentum: +-0.25%... This is a good time to buy.
FIS,momentum: +1.08%... This is a good time to buy.
DLTR,momentum: +0.36%... This is a good time to buy.
CTSH,momentum: +0.82%... This is a good time to buy.
PEG,momentum: +2.82%... This is a good time to buy.
KHC,momentum: +1.37%... This is a good time to buy.
DHI,momentum: +0.87%... This is a good time to buy.
FAST,momentum: +-0.32%... This is a good time to buy.
PRU,momentum: +0.44%... This is a good time to buy.
HAL,momentum: +0.48%... This is a good time to buy.
ALL,momentum: +1.65%... This is a good time to buy.
KDP,momentum: +1.47%... This is a good time to buy.
WEC,momentum: +3.29%... This is a good time to buy.
VRSK,momentum: +1.44%... This is a good time to buy.
ODFL,momentum: +-0.59%... This is a good time to buy.
GWW,momentum: +-0.53%... This is a good time to buy.
GEHC,momentum: +0.26%... This is a good time to buy.
BKR,momentum: +0.89%... This is a good time to buy.
OKE,momentum: +0.97%... This is a good time to buy.
APTV,momentum: +0.09%... This is a good time to buy.
ANSS,momentum: +-0.12%... This is a good time to buy.
AWK,momentum: +2.39%... This is a good time to buy.
KEYS,momentum: +-0.07%... This is a good time to buy.
ULTA,momentum: +0.02%... This is a good time to buy.
RSG,momentum: +1.02%... This is a good time to buy.
SBAC,momentum: +1.49%... This is a good time to buy.
CSGP,momentum: +0.19%... This is a good time to buy.
ENPH,momentum: +-0.45%... This is a good time to buy.
ES,momentum: +3.29%... This is a good time to buy.
GPN,momentum: +1.21%... This is a good time to buy.
ZBH,momentum: +0.98%... This is a good time to buy.
EIX,momentum: +2.48%... This is a good time to buy.
DLR,momentum: +0.03%... This is a good time to buy.
TSCO,momentum: +-0.29%... This is a good time to buy.
ABC,momentum: +2.77%... This is a good time to buy.
LEN,momentum: +1.14%... This is a good time to buy.
DFS,momentum: +-0.6%... This is a good time to buy.
GLW,momentum: +0.29%... This is a good time to buy.
STT,momentum: +0.46%... This is a good time to buy.
FANG,momentum: +1.48%... This is a good time to buy.
PCG,momentum: +1.12%... This is a good time to buy.
WST,momentum: +0.47%... This is a good time to buy.
WBA,momentum: +0.5%... This is a good time to buy.
CDW,momentum: +0.05%... This is a good time to buy.
HPQ,momentum: +0.51%... This is a good time to buy.
WTW,momentum: +0.92%... This is a good time to buy.
ACGL,momentum: +0.9%... This is a good time to buy.
URI,momentum: +0.17%... This is a good time to buy.
CEG,momentum: +1.21%... This is a good time to buy.
TROW,momentum: +-0.17%... This is a good time to buy.
IT,momentum: +1.05%... This is a good time to buy.
EFX,momentum: +0.3%... This is a good time to buy.
ALB,momentum: +-4.03%... This is a good time to buy.
EBAY,momentum: +-0.16%... This is a good time to buy.
ALGN,momentum: +-0.74%... This is a good time to buy.
LYB,momentum: +-0.09%... This is a good time to buy.
GPC,momentum: +-0.12%... This is a good time to buy.
PWR,momentum: +-0.23%... This is a good time to buy.
AVB,momentum: +0.62%... This is a good time to buy.
FTV,momentum: +-0.49%... This is a good time to buy.
IFF,momentum: +0.18%... This is a good time to buy.
VMC,momentum: +-0.54%... This is a good time to buy.
IR,momentum: +-0.51%... This is a good time to buy.
CBRE,momentum: +-0.86%... This is a good time to buy.
AEE,momentum: +2.97%... This is a good time to buy.
PODD,momentum: +0.01%... This is a good time to buy.
WY,momentum: +-0.47%... This is a good time to buy.
HIG,momentum: +0.59%... This is a good time to buy.
ETR,momentum: +2.94%... This is a good time to buy.
DAL,momentum: +-0.85%... This is a good time to buy.
CHD,momentum: +1.87%... This is a good time to buy.
FE,momentum: +3.02%... This is a good time to buy.
MPWR,momentum: +-0.78%... This is a good time to buy.
MLM,momentum: +-0.69%... This is a good time to buy.
EXR,momentum: +0.72%... This is a good time to buy.
MKC,momentum: +1.28%... This is a good time to buy.
DTE,momentum: +2.86%... This is a good time to buy.
HPE,momentum: +-0.06%... This is a good time to buy.
FSLR,momentum: +0.42%... This is a good time to buy.
TDY,momentum: +-0.13%... This is a good time to buy.
BAX,momentum: +3.23%... This is a good time to buy.
LH,momentum: +1.37%... This is a good time to buy.
DOV,momentum: +-0.34%... This is a good time to buy.
EQR,momentum: +0.56%... This is a good time to buy.
PPL,momentum: +2.9%... This is a good time to buy.
HOLX,momentum: +1.53%... This is a good time to buy.
CAH,momentum: +2.47%... This is a good time to buy.
VRSN,momentum: +0.24%... This is a good time to buy.
CTRA,momentum: +0.96%... This is a good time to buy.
MTB,momentum: +0.22%... This is a good time to buy.
ARE,momentum: +0.44%... This is a good time to buy.
OMC,momentum: +-0.83%... This is a good time to buy.
TTWO,momentum: +-0.12%... This is a good time to buy.
CLX,momentum: +1.76%... This is a good time to buy.
STE,momentum: +1.17%... This is a good time to buy.
LVS,momentum: +0.12%... This is a good time to buy.
LUV,momentum: +-0.69%... This is a good time to buy.
DRI,momentum: +0.33%... This is a good time to buy.
CNP,momentum: +3.02%... This is a good time to buy.
NDAQ,momentum: +0.69%... This is a good time to buy.
COO,momentum: +0.79%... This is a good time to buy.
XYL,momentum: +-0.12%... This is a good time to buy.
SWKS,momentum: +-0.75%... This is a good time to buy.
NTRS,momentum: +0.72%... This is a good time to buy.
WAT,momentum: +0.82%... This is a good time to buy.
INVH,momentum: +0.51%... This is a good time to buy.
CAG,momentum: +3.22%... This is a good time to buy.
CMS,momentum: +2.09%... This is a good time to buy.
WAB,momentum: +-0.03%... This is a good time to buy.
CINF,momentum: +0.25%... This is a good time to buy.
FITB,momentum: +0.51%... This is a good time to buy.
RJF,momentum: +-0.31%... This is a good time to buy.
TSN,momentum: +1.12%... This is a good time to buy.
FICO,momentum: +0.6%... This is a good time to buy.
MAA,momentum: +0.5%... This is a good time to buy.
K,momentum: +1.28%... This is a good time to buy.
RF,momentum: +0.6%... This is a good time to buy.
STLD,momentum: +1.32%... This is a good time to buy.
BALL,momentum: +0.53%... This is a good time to buy.
EXPD,momentum: +0.48%... This is a good time to buy.
VTR,momentum: +0.43%... This is a good time to buy.
BR,momentum: +0.26%... This is a good time to buy.
AMCR,momentum: +0.62%... This is a good time to buy.
TRGP,momentum: +0.24%... This is a good time to buy.
PKI,momentum: +1.83%... This is a good time to buy.
IEX,momentum: +0.21%... This is a good time to buy.
SJM,momentum: +1.46%... This is a good time to buy.
EPAM,momentum: +-0.48%... This is a good time to buy.
NVR,momentum: +0.78%... This is a good time to buy.
PFG,momentum: +0.57%... This is a good time to buy.
SEDG,momentum: +0.33%... This is a good time to buy.
MRO,momentum: +0.0%... This is a good time to buy.
TER,momentum: +-0.81%... This is a good time to buy.
DGX,momentum: +1.45%... This is a good time to buy.
ATO,momentum: +2.66%... This is a good time to buy.
AES,momentum: +1.76%... This is a good time to buy.
ZBRA,momentum: +-0.07%... This is a good time to buy.
MOH,momentum: +3.5%... This is a good time to buy.
MOS,momentum: +0.32%... This is a good time to buy.
FDS,momentum: +0.74%... This is a good time to buy.
HBAN,momentum: +0.46%... This is a good time to buy.
BBY,momentum: +-0.76%... This is a good time to buy.
HWM,momentum: +0.26%... This is a good time to buy.
GRMN,momentum: +-0.26%... This is a good time to buy.
IRM,momentum: +0.55%... This is a good time to buy.
FMC,momentum: +0.06%... This is a good time to buy.
FLT,momentum: +0.67%... This is a good time to buy.
TYL,momentum: +-0.62%... This is a good time to buy.
LW,momentum: +0.97%... This is a good time to buy.
MKTX,momentum: +-1.13%... This is a good time to buy.
J,momentum: +-0.18%... This is a good time to buy.
TXT,momentum: +-0.41%... This is a good time to buy.
IPG,momentum: +-0.61%... This is a good time to buy.
AVY,momentum: +0.58%... This is a good time to buy.
CFG,momentum: +-0.17%... This is a good time to buy.
CF,momentum: +-0.41%... This is a good time to buy.
CBOE,momentum: +0.99%... This is a good time to buy.
PAYC,momentum: +0.16%... This is a good time to buy.
BG,momentum: +-0.4%... This is a good time to buy.
JBHT,momentum: +0.4%... This is a good time to buy.
LKQ,momentum: +-0.25%... This is a good time to buy.
RE,momentum: +1.05%... This is a good time to buy.
MGM,momentum: +-0.2%... This is a good time to buy.
EVRG,momentum: +3.23%... This is a good time to buy.
EXPE,momentum: +-0.67%... This is a good time to buy.
RCL,momentum: +0.27%... This is a good time to buy.
UAL,momentum: +0.12%... This is a good time to buy.
ETSY,momentum: +-0.77%... This is a good time to buy.
NTAP,momentum: +0.48%... This is a good time to buy.
BRO,momentum: +1.4%... This is a good time to buy.
PTC,momentum: +-0.12%... This is a good time to buy.
INCY,momentum: +1.68%... This is a good time to buy.
PHM,momentum: +0.74%... This is a good time to buy.
ESS,momentum: +0.69%... This is a good time to buy.
LNT,momentum: +3.25%... This is a good time to buy.
PKG,momentum: +0.49%... This is a good time to buy.
POOL,momentum: +-0.76%... This is a good time to buy.
IP,momentum: +0.54%... This is a good time to buy.
STX,momentum: +-0.75%... This is a good time to buy.
WRB,momentum: +0.87%... This is a good time to buy.
SYF,momentum: +-0.28%... This is a good time to buy.
SNA,momentum: +-0.51%... This is a good time to buy.
TRMB,momentum: +-0.02%... This is a good time to buy.
UDR,momentum: +0.59%... This is a good time to buy.
LDOS,momentum: +0.86%... This is a good time to buy.
APA,momentum: +0.13%... This is a good time to buy.
AKAM,momentum: +0.22%... This is a good time to buy.
TFX,momentum: +1.97%... This is a good time to buy.
PEAK,momentum: +0.83%... This is a good time to buy.
KIM,momentum: +-0.47%... This is a good time to buy.
EQT,momentum: +1.05%... This is a good time to buy.
HRL,momentum: +1.1%... This is a good time to buy.
DPZ,momentum: +1.07%... This is a good time to buy.
WYNN,momentum: +-0.13%... This is a good time to buy.
TECH,momentum: +0.99%... This is a good time to buy.
VTRS,momentum: +1.68%... This is a good time to buy.
HST,momentum: +0.12%... This is a good time to buy.
NDSN,momentum: +-0.29%... This is a good time to buy.
WDC,momentum: +-1.0%... This is a good time to buy.
CPT,momentum: +0.57%... This is a good time to buy.
SWK,momentum: +-0.7%... This is a good time to buy.
BWA,momentum: +-0.67%... This is a good time to buy.
CTLT,momentum: +0.29%... This is a good time to buy.
NI,momentum: +2.95%... This is a good time to buy.
HSIC,momentum: +0.79%... This is a good time to buy.
CHRW,momentum: +0.8%... This is a good time to buy.
CPB,momentum: +1.92%... This is a good time to buy.
CDAY,momentum: +-0.4%... This is a good time to buy.
KEY,momentum: +-0.51%... This is a good time to buy.
JNPR,momentum: +0.7%... This is a good time to buy.
L,momentum: +0.2%... This is a good time to buy.
MAS,momentum: +-0.16%... This is a good time to buy.
PARA,momentum: +-0.97%... This is a good time to buy.
JKHY,momentum: +0.6%... This is a good time to buy.
CE,momentum: +-0.5%... This is a good time to buy.
MTCH,momentum: +-0.7%... This is a good time to buy.
FOXA,momentum: +0.15%... This is a good time to buy.
CZR,momentum: +-0.82%... This is a good time to buy.
KMX,momentum: +-0.2%... This is a good time to buy.
TPR,momentum: +-0.4%... This is a good time to buy.
CRL,momentum: +0.18%... This is a good time to buy.
QRVO,momentum: +-0.77%... This is a good time to buy.
CCL,momentum: +0.41%... This is a good time to buy.
EMN,momentum: +-0.12%... This is a good time to buy.
LYV,momentum: +-0.4%... This is a good time to buy.
BIO,momentum: +1.29%... This is a good time to buy.
GEN,momentum: +0.94%... This is a good time to buy.
TAP,momentum: +1.02%... This is a good time to buy.
GL,momentum: +0.71%... This is a good time to buy.
REG,momentum: +-0.39%... This is a good time to buy.
AAL,momentum: +-0.14%... This is a good time to buy.
ALLE,momentum: +-0.11%... This is a good time to buy.
PNW,momentum: +2.41%... This is a good time to buy.
PNR,momentum: +-0.41%... This is a good time to buy.
ROL,momentum: +3.22%... This is a good time to buy.
FFIV,momentum: +0.74%... This is a good time to buy.
RHI,momentum: +-0.49%... This is a good time to buy.
AOS,momentum: +0.59%... This is a good time to buy.
XRAY,momentum: +0.77%... This is a good time to buy.
BBWI,momentum: +-0.63%... This is a good time to buy.
HII,momentum: +0.75%... This is a good time to buy.
UHS,momentum: +0.39%... This is a good time to buy.
NRG,momentum: +1.43%... This is a good time to buy.
BEN,momentum: +0.04%... This is a good time to buy.
WRK,momentum: +0.03%... This is a good time to buy.
BXP,momentum: +-0.25%... This is a good time to buy.
VFC,momentum: +-0.99%... This is a good time to buy.
AAP,momentum: +0.1%... This is a good time to buy.
FRT,momentum: +-0.26%... This is a good time to buy.
IVZ,momentum: +-0.13%... This is a good time to buy.
WHR,momentum: +-0.22%... This is a good time to buy.
SEE,momentum: +2.82%... This is a good time to buy.
NWSA,momentum: +-0.23%... This is a good time to buy.
HAS,momentum: +0.31%... This is a good time to buy.
GNRC,momentum: +0.83%... This is a good time to buy.
AIZ,momentum: +0.79%... This is a good time to buy.
OGN,momentum: +2.25%... This is a good time to buy.
DXC,momentum: +-0.04%... This is a good time to buy.
NCLH,momentum: +0.0%... This is a good time to buy.
CMA,momentum: +-0.07%... This is a good time to buy.
ALK,momentum: +-0.41%... This is a good time to buy.
MHK,momentum: +-0.48%... This is a good time to buy.
RL,momentum: +-0.12%... This is a good time to buy.
NWL,momentum: +-0.25%... This is a good time to buy.
DVA,momentum: +1.04%... This is a good time to buy.
FOX,momentum: +-0.1%... This is a good time to buy.
ZION,momentum: +1.08%... This is a good time to buy.
LNC,momentum: +-0.74%... This is a good time to buy.
FRC,momentum: +0.44%... This is a good time to buy.
NWS,momentum: +-0.11%... This is a good time to buy.
DISH,momentum: +-0.58%... This is a good time to buy.
